,thinktank,year,pub,num_cites,expenses,age,con_lib
908,Joint Center for Political and Economic Studies,2018,WP,2,0.958534,48,0
909,Kansas Policy Institute,2014,NYT,1,0.889136,18,1
910,Kansas Policy Institute,2014,WP,1,0.889136,18,1
911,Kansas Policy Institute,2014,WSJ,1,0.889136,18,1
912,Kansas Policy Institute,2015,WSJ,1,0.897883,19,1
913,Kansas Policy Institute,2016,NYT,1,0.928913,20,1
914,Kansas Policy Institute,2017,NYT,1,0.763035,21,1
915,Keck Institute for Space Studies,2014,NYT,1,0.0,6,0
916,Levy Economics Institute,2015,WSJ,1,0.0,29,0
917,Levy Economics Institute,2018,WP,1,0.0,32,0
918,Lexington Institute,2014,NYT,7,1.996703,16,1
919,Lexington Institute,2014,WP,3,1.996703,16,1
920,Lexington Institute,2014,WSJ,3,1.996703,16,1
921,Lexington Institute,2015,WP,2,2.066977,17,1
922,Lexington Institute,2015,WSJ,1,2.066977,17,1
923,Lexington Institute,2016,NYT,1,2.115166,18,1
924,Lexington Institute,2016,WP,8,2.115166,18,1
925,Lexington Institute,2016,WSJ,2,2.115166,18,1
926,Lexington Institute,2017,NYT,2,2.015906,19,1
927,Lexington Institute,2017,WP,5,2.015906,19,1
928,Lexington Institute,2018,WP,5,1.84289,20,1
929,Lincoln Institute of Land Policy,2014,NYT,1,18.794824,68,0
930,Lincoln Institute of Land Policy,2014,WSJ,4,18.794824,68,0
931,Lincoln Institute of Land Policy,2015,WP,1,20.846995,69,0
932,Lincoln Institute of Land Policy,2015,WSJ,1,20.846995,69,0
933,Lincoln Institute of Land Policy,2016,NYT,1,17.006898,70,0
934,Lincoln Institute of Land Policy,2017,NYT,1,18.679678,71,0
935,Lincoln Institute of Land Policy,2017,WSJ,1,18.679678,71,0
936,Lincoln Institute of Land Policy,2018,WSJ,3,23.597957,72,0
937,Lugar Center,2014,WSJ,1,0.768127,1,0
938,Lugar Center,2016,WP,1,0.736948,3,0
939,Lugar Center,2018,NYT,2,0.779472,5,0
940,Lugar Center,2018,WP,1,0.779472,5,0
941,Mackinac Center for Public Policy,2014,WSJ,2,4.351888,27,1
942,Mackinac Center for Public Policy,2015,WSJ,4,6.003578,28,1
943,Mackinac Center for Public Policy,2016,WSJ,1,6.608146,29,1
944,Mackinac Center for Public Policy,2017,WSJ,1,6.620239,30,1
945,Mackinac Center for Public Policy,2018,NYT,1,8.408449,31,1
946,Mackinac Center for Public Policy,2018,WSJ,1,8.408449,31,1
947,Manhattan Institute for Policy Research,2014,NYT,18,13.949343,36,1
948,Manhattan Institute for Policy Research,2014,WP,5,13.949343,36,1
949,Manhattan Institute for Policy Research,2014,WSJ,31,13.949343,36,1
950,Manhattan Institute for Policy Research,2015,NYT,14,15.638756,37,1
951,Manhattan Institute for Policy Research,2015,WP,1,15.638756,37,1
952,Manhattan Institute for Policy Research,2015,WSJ,27,15.638756,37,1
953,Manhattan Institute for Policy Research,2016,NYT,10,17.858627,38,1
954,Manhattan Institute for Policy Research,2016,WP,3,17.858627,38,1
955,Manhattan Institute for Policy Research,2016,WSJ,29,17.858627,38,1
956,Manhattan Institute for Policy Research,2017,NYT,16,18.832278,39,1
957,Manhattan Institute for Policy Research,2017,WP,3,18.832278,39,1
958,Manhattan Institute for Policy Research,2017,WSJ,18,18.832278,39,1
959,Manhattan Institute for Policy Research,2018,NYT,10,19.691658,40,1
960,Manhattan Institute for Policy Research,2018,WP,11,19.691658,40,1
961,Manhattan Institute for Policy Research,2018,WSJ,9,19.691658,40,1
962,MassINC,2015,NYT,4,1.583406,20,0
963,MassINC,2015,WSJ,2,1.583406,20,0
964,MassINC,2016,NYT,2,1.950185,21,0
965,MassINC,2016,WSJ,1,1.950185,21,0
966,MassINC,2018,WP,1,1.914827,23,0
967,McCain Institute,2015,NYT,2,0.659564,3,0
968,McCain Institute,2015,WP,1,0.659564,3,0
969,McCain Institute,2015,WSJ,1,0.659564,3,0
970,McCain Institute,2016,NYT,1,0.651081,4,0
971,McCain Institute,2016,WSJ,1,0.651081,4,0
972,McCain Institute,2017,NYT,3,0.674138,5,0
973,McCain Institute,2018,NYT,1,0.858831,6,0
974,McCain Institute,2018,WP,1,0.858831,6,0
975,Mercatus Center at George Mason University,2014,NYT,4,18.508226,34,1
976,Mercatus Center at George Mason University,2014,WP,6,18.508226,34,1
977,Mercatus Center at George Mason University,2014,WSJ,4,18.508226,34,1
978,Mercatus Center at George Mason University,2015,NYT,7,19.205513,35,1
979,Mercatus Center at George Mason University,2015,WP,2,19.205513,35,1
980,Mercatus Center at George Mason University,2015,WSJ,6,19.205513,35,1
981,Mercatus Center at George Mason University,2016,WP,3,25.019578,36,1
982,Mercatus Center at George Mason University,2016,WSJ,5,25.019578,36,1
983,Mercatus Center at George Mason University,2017,NYT,2,27.582187,37,1
984,Mercatus Center at George Mason University,2017,WP,5,27.582187,37,1
985,Mercatus Center at George Mason University,2017,WSJ,4,27.582187,37,1
986,Mercatus Center at George Mason University,2018,NYT,8,28.875237,38,1
987,Mercatus Center at George Mason University,2018,WP,10,28.875237,38,1
988,Mercatus Center at George Mason University,2018,WSJ,5,28.875237,38,1
989,Metropolitan Area Planning Council,2018,WP,1,11.661201,55,0
990,Middle East Forum,2014,WP,6,3.640349,24,1
991,Middle East Forum,2015,NYT,2,3.472821,25,1
992,Middle East Forum,2015,WP,3,3.472821,25,1
993,Middle East Forum,2015,WSJ,3,3.472821,25,1
994,Middle East Forum,2016,NYT,1,3.682718,26,1
995,Middle East Forum,2016,WP,3,3.682718,26,1
996,Middle East Forum,2016,WSJ,1,3.682718,26,1
997,Middle East Forum,2017,NYT,2,4.387076,27,1
998,Middle East Forum,2017,WSJ,1,4.387076,27,1
999,Middle East Forum,2018,NYT,2,5.195431,28,1
1000,Middle East Institute,2014,NYT,11,3.717293,68,0
1001,Middle East Institute,2014,WP,3,3.717293,68,0
1002,Middle East Institute,2014,WSJ,3,3.717293,68,0
1003,Middle East Institute,2015,NYT,7,4.086019,69,0
1004,Middle East Institute,2015,WP,5,4.086019,69,0
1005,Middle East Institute,2015,WSJ,6,4.086019,69,0
1006,Middle East Institute,2016,NYT,9,4.159395,70,0
1007,Middle East Institute,2016,WP,5,4.159395,70,0
1008,Middle East Institute,2016,WSJ,9,4.159395,70,0
1009,Middle East Institute,2017,NYT,15,5.814897,71,0
1010,Middle East Institute,2017,WP,19,5.814897,71,0
1011,Middle East Institute,2017,WSJ,3,5.814897,71,0
1012,Middle East Institute,2018,NYT,17,5.473713,72,0
1013,Middle East Institute,2018,WP,15,5.473713,72,0
1014,Middle East Institute,2018,WSJ,3,5.473713,72,0
1015,Migration Policy Institute,2014,NYT,15,5.954465,13,0
1016,Migration Policy Institute,2014,WP,5,5.954465,13,0
1017,Migration Policy Institute,2014,WSJ,10,5.954465,13,0
1018,Migration Policy Institute,2015,NYT,22,5.446196,14,0
1019,Migration Policy Institute,2015,WP,10,5.446196,14,0
1020,Migration Policy Institute,2015,WSJ,10,5.446196,14,0
1021,Migration Policy Institute,2016,NYT,32,5.587423,15,0
1022,Migration Policy Institute,2016,WP,13,5.587423,15,0
1023,Migration Policy Institute,2016,WSJ,6,5.587423,15,0
1024,Migration Policy Institute,2017,NYT,42,6.001797,16,0
1025,Migration Policy Institute,2017,WP,25,6.001797,16,0
1026,Migration Policy Institute,2017,WSJ,6,6.001797,16,0
1027,Migration Policy Institute,2018,NYT,23,6.061994,17,0
1028,Migration Policy Institute,2018,WP,27,6.061994,17,0
1029,Migration Policy Institute,2018,WSJ,14,6.061994,17,0
1030,Milken Institute,2014,NYT,4,34.314521,23,0
1031,Milken Institute,2014,WP,7,34.314521,23,0
1032,Milken Institute,2014,WSJ,9,34.314521,23,0
1033,Milken Institute,2015,NYT,3,36.405927,24,0
1034,Milken Institute,2015,WP,6,36.405927,24,0
1035,Milken Institute,2015,WSJ,4,36.405927,24,0
1036,Milken Institute,2016,NYT,3,42.559621,25,0
1037,Milken Institute,2016,WP,2,42.559621,25,0
1038,Milken Institute,2016,WSJ,6,42.559621,25,0
1039,Milken Institute,2017,NYT,8,45.611741,26,0
1040,Milken Institute,2017,WP,7,45.611741,26,0
1041,Milken Institute,2017,WSJ,4,45.611741,26,0
1042,Milken Institute,2018,NYT,8,54.83616,27,0
1043,Milken Institute,2018,WP,10,54.83616,27,0
1044,Milken Institute,2018,WSJ,6,54.83616,27,0
1045,National Association of Scholars,2015,WP,1,0.0,28,1
1046,National Association of Scholars,2015,WSJ,2,0.0,28,1
1047,National Association of Scholars,2016,NYT,1,0.0,29,1
1048,National Association of Scholars,2016,WSJ,2,0.0,29,1
1049,National Association of Scholars,2017,NYT,2,0.0,30,1
1050,National Association of Scholars,2018,NYT,1,0.0,31,1
1051,National Bureau of Asian Research,2014,NYT,17,5.505058,25,0
1052,National Bureau of Asian Research,2014,WP,4,5.505058,25,0
1053,National Bureau of Asian Research,2014,WSJ,2,5.505058,25,0
1054,National Bureau of Asian Research,2015,NYT,6,4.834594,26,0
1055,National Bureau of Asian Research,2015,WP,3,4.834594,26,0
1056,National Bureau of Asian Research,2016,NYT,6,5.395449,27,0
1057,National Bureau of Asian Research,2016,WP,1,5.395449,27,0
1058,National Bureau of Asian Research,2016,WSJ,5,5.395449,27,0
1059,National Bureau of Asian Research,2017,NYT,7,6.618976,28,0
1060,National Bureau of Asian Research,2017,WP,2,6.618976,28,0
1061,National Bureau of Asian Research,2018,NYT,6,4.831958,29,0
1062,National Bureau of Asian Research,2018,WP,4,4.831958,29,0
1063,National Bureau of Asian Research,2018,WSJ,2,4.831958,29,0
1064,National Bureau of Economic Research,2014,NYT,77,35.749616,94,0
1065,National Bureau of Economic Research,2014,WP,6,35.749616,94,0
1066,National Bureau of Economic Research,2014,WSJ,16,35.749616,94,0
1067,National Bureau of Economic Research,2015,NYT,63,32.979628,95,0
1068,National Bureau of Economic Research,2015,WP,12,32.979628,95,0
1069,National Bureau of Economic Research,2015,WSJ,15,32.979628,95,0
1070,National Bureau of Economic Research,2016,NYT,100,33.988867,96,0
1071,National Bureau of Economic Research,2016,WP,12,33.988867,96,0
1072,National Bureau of Economic Research,2016,WSJ,32,33.988867,96,0
1073,National Bureau of Economic Research,2017,NYT,100,39.456834,97,0
1074,National Bureau of Economic Research,2017,WP,10,39.456834,97,0
1075,National Bureau of Economic Research,2017,WSJ,39,39.456834,97,0
1076,National Bureau of Economic Research,2018,NYT,89,40.635874,98,0
1077,National Bureau of Economic Research,2018,WP,14,40.635874,98,0
1078,National Bureau of Economic Research,2018,WSJ,22,40.635874,98,0
1079,National Center for Policy Analysis,2014,WSJ,1,4.544953,31,1
1080,National Center for Policy Analysis,2015,NYT,1,3.562505,32,1
1081,National Center for Policy Analysis,2015,WP,1,3.562505,32,1
1082,National Center for Policy Analysis,2016,WSJ,3,3.263918,33,1
1083,National Center for Policy Analysis,2017,WSJ,1,3.263918,34,1
1084,National Endowment for Democracy,2014,NYT,26,154.590867,31,0
1085,National Endowment for Democracy,2014,WP,10,154.590867,31,0
1086,National Endowment for Democracy,2014,WSJ,1,154.590867,31,0
1087,National Endowment for Democracy,2015,NYT,18,154.384179,32,0
1088,National Endowment for Democracy,2015,WP,12,154.384179,32,0
1089,National Endowment for Democracy,2015,WSJ,2,154.384179,32,0
1090,National Endowment for Democracy,2016,NYT,25,181.421403,33,0
1091,National Endowment for Democracy,2016,WP,2,181.421403,33,0
1092,National Endowment for Democracy,2016,WSJ,6,181.421403,33,0
1093,National Endowment for Democracy,2017,NYT,18,186.489661,34,0
1094,National Endowment for Democracy,2017,WP,4,186.489661,34,0
1095,National Endowment for Democracy,2017,WSJ,3,186.489661,34,0
1096,National Endowment for Democracy,2018,NYT,11,188.593811,35,0
1097,National Endowment for Democracy,2018,WP,7,188.593811,35,0
1098,National Endowment for Democracy,2018,WSJ,3,188.593811,35,0
1099,National Policy Institute,2014,WSJ,1,0.113569,9,1
1100,National Policy Institute,2015,NYT,2,0.156087,10,1
1101,National Policy Institute,2016,NYT,6,0.297267,11,1
1102,National Policy Institute,2016,WP,4,0.297267,11,1
1103,National Policy Institute,2017,NYT,3,0.180107,12,1
1104,National Policy Institute,2017,WP,11,0.180107,12,1
1105,National Policy Institute,2017,WSJ,3,0.180107,12,1
1106,National Policy Institute,2018,WP,5,0.037584,13,1
1107,National Security Network,2014,NYT,3,0.815961,8,0
1108,National Security Network,2015,NYT,1,0.845686,9,0
1109,National Security Network,2017,WP,1,0.010405,11,0
1110,New America,2014,NYT,44,21.53924,15,0
1111,New America,2014,WP,41,21.53924,15,0
1112,New America,2014,WSJ,40,21.53924,15,0
1113,New America,2015,NYT,44,25.649786,16,0
1114,New America,2015,WP,63,25.649786,16,0
1115,New America,2015,WSJ,23,25.649786,16,0
1116,New America,2016,NYT,52,37.245071,17,0
1117,New America,2016,WP,48,37.245071,17,0
1118,New America,2016,WSJ,29,37.245071,17,0
1119,New America,2017,NYT,49,36.069449,18,0
1120,New America,2017,WP,71,36.069449,18,0
1121,New America,2017,WSJ,25,36.069449,18,0
1122,New America,2018,NYT,47,38.460621,19,0
1123,New America,2018,WP,77,38.460621,19,0
1124,New America,2018,WSJ,18,38.460621,19,0
1125,New Democrat Network,2014,NYT,1,0.680623,18,0
1126,New Democrat Network,2014,WP,3,0.680623,18,0
1127,New Democrat Network,2014,WSJ,1,0.680623,18,0
1128,New Democrat Network,2015,NYT,2,0.877998,19,0
1129,New Democrat Network,2015,WP,10,0.877998,19,0
1130,New Democrat Network,2015,WSJ,1,0.877998,19,0
1131,New Democrat Network,2016,NYT,2,0.609633,20,0
1132,New Democrat Network,2016,WP,4,0.609633,20,0
1133,New Democrat Network,2016,WSJ,1,0.609633,20,0
1134,New Democrat Network,2017,WP,5,0.341268,21,0
1135,New Democrat Network,2018,WP,5,0.303458,22,0
1136,New Teacher Center,2014,WSJ,1,28.954837,16,0
1137,Niskanen Center,2016,NYT,1,2.447205,1,0
1138,Niskanen Center,2017,NYT,3,3.28109,2,0
1139,Niskanen Center,2017,WP,1,3.28109,2,0
1140,Niskanen Center,2017,WSJ,1,3.28109,2,0
1141,Niskanen Center,2018,NYT,3,4.170789,3,0
1142,Niskanen Center,2018,WP,4,4.170789,3,0
1143,Noblis,2014,WP,2,222.052654,18,0
1144,Oklahoma Policy Institute,2014,WP,1,0.733054,6,0
1145,Oklahoma Policy Institute,2018,WP,1,1.223595,10,0
1146,Open Society Foundations,2014,NYT,9,179.965911,21,0
1147,Open Society Foundations,2014,WP,3,179.965911,21,0
1148,Open Society Foundations,2015,NYT,8,186.759132,22,0
1149,Open Society Foundations,2015,WP,1,186.759132,22,0
1150,Open Society Foundations,2016,NYT,3,210.244454,23,0
1151,Open Society Foundations,2016,WP,1,210.244454,23,0
1152,Open Society Foundations,2016,WSJ,1,210.244454,23,0
1153,Open Society Foundations,2017,NYT,14,219.313003,24,0
1154,Open Society Foundations,2017,WP,3,219.313003,24,0
1155,Open Society Foundations,2017,WSJ,2,219.313003,24,0
1156,Open Society Foundations,2018,NYT,11,215.140011,25,0
1157,Open Society Foundations,2018,WP,10,215.140011,25,0
1158,Open Society Foundations,2018,WSJ,4,215.140011,25,0
1159,Pacific Council on International Policy,2015,NYT,1,3.728981,20,0
1160,Pacific Council on International Policy,2016,WP,1,3.679843,21,0
1161,Pacific Forum CSIS,2014,NYT,1,0.061339,39,0
1162,Pacific Forum CSIS,2014,WSJ,1,0.061339,39,0
1163,Pacific Forum CSIS,2015,WSJ,1,0.061339,40,0
1164,Pacific Forum CSIS,2017,NYT,1,0.061339,42,0
1165,Pacific Forum CSIS,2017,WP,7,0.061339,42,0
1166,Pacific Forum CSIS,2018,NYT,2,0.061339,43,0
1167,Pacific Forum CSIS,2018,WP,5,0.061339,43,0
1168,Pacific Institute,2014,NYT,4,7.984944,27,0
1169,Pacific Institute,2014,WSJ,1,7.984944,27,0
1170,Pacific Institute,2015,NYT,4,7.720277,28,0
1171,Pacific Institute,2015,WP,4,7.720277,28,0
1172,Pacific Institute,2015,WSJ,1,7.720277,28,0
1173,Pacific Institute,2016,NYT,4,9.236911,29,0
1174,Pacific Institute,2016,WP,2,9.236911,29,0
1175,Pacific Institute,2017,NYT,1,0.12948,30,0
1176,Pacific Institute,2017,WP,1,0.12948,30,0
1177,Pacific Institute,2018,WP,1,0.143172,31,0
1178,Pacific Research Institute,2017,WP,1,6.339545,38,1
1179,Pacific Research Institute,2018,WSJ,1,3.657441,39,1
1180,People's Policy Project,2018,WP,2,0.018,1,0
1181,Peterson Institute for International Economics,2014,NYT,32,12.411364,33,0
1182,Peterson Institute for International Economics,2014,WP,9,12.411364,33,0
1183,Peterson Institute for International Economics,2014,WSJ,32,12.411364,33,0
1184,Peterson Institute for International Economics,2015,NYT,24,12.738231,34,0
1185,Peterson Institute for International Economics,2015,WP,16,12.738231,34,0
1186,Peterson Institute for International Economics,2015,WSJ,29,12.738231,34,0
1187,Peterson Institute for International Economics,2016,NYT,35,6.803041,35,0
1188,Peterson Institute for International Economics,2016,WP,24,6.803041,35,0
1189,Peterson Institute for International Economics,2016,WSJ,29,6.803041,35,0
1190,Peterson Institute for International Economics,2017,NYT,49,14.090558,36,0
1191,Peterson Institute for International Economics,2017,WP,40,14.090558,36,0
1192,Peterson Institute for International Economics,2017,WSJ,28,14.090558,36,0
1193,Peterson Institute for International Economics,2018,NYT,60,13.25314,37,0
1194,Peterson Institute for International Economics,2018,WP,43,13.25314,37,0
1195,Peterson Institute for International Economics,2018,WSJ,33,13.25314,37,0
1196,Pew Research Center,2014,NYT,188,31.542447,10,0
1197,Pew Research Center,2014,WP,173,31.542447,10,0
1198,Pew Research Center,2014,WSJ,135,31.542447,10,0
1199,Pew Research Center,2015,NYT,212,34.28021,11,0
1200,Pew Research Center,2015,WP,167,34.28021,11,0
1201,Pew Research Center,2015,WSJ,130,34.28021,11,0
1202,Pew Research Center,2016,NYT,228,35.069976,12,0
1203,Pew Research Center,2016,WP,151,35.069976,12,0
1204,Pew Research Center,2016,WSJ,136,35.069976,12,0
1205,Pew Research Center,2017,NYT,163,40.101398,13,0
1206,Pew Research Center,2017,WP,195,40.101398,13,0
1207,Pew Research Center,2017,WSJ,88,40.101398,13,0
1208,Pew Research Center,2018,NYT,160,36.781397,14,0
1209,Pew Research Center,2018,WP,181,36.781397,14,0
1210,Pew Research Center,2018,WSJ,78,36.781397,14,0
1211,Pioneer Institute,2014,WSJ,3,1.655532,26,1
1212,Pioneer Institute,2015,NYT,2,1.822097,27,1
1213,Pioneer Institute,2016,NYT,1,2.030653,28,1
1214,Policy Matters Ohio,2016,NYT,2,1.023576,16,0
1215,Potomac Institute for Policy Studies,2014,WP,1,10.11383,20,0
1216,Project 2049 Institute,2014,NYT,2,0.884544,6,0
1217,Project 2049 Institute,2014,WP,1,0.884544,6,0
1218,Project 2049 Institute,2014,WSJ,2,0.884544,6,0
1219,Project 2049 Institute,2015,WP,2,1.055149,7,0
1220,Project 2049 Institute,2015,WSJ,1,1.055149,7,0
1221,Project 2049 Institute,2016,NYT,2,1.145644,8,0
1222,Project 2049 Institute,2018,NYT,2,1.637261,10,0
1223,Project 2049 Institute,2018,WP,2,1.637261,10,0
1224,Project 2049 Institute,2018,WSJ,3,1.637261,10,0
1225,Prosperity Now,2017,NYT,1,13.929936,38,0
1226,Prosperity Now,2018,NYT,1,14.605187,39,0
1227,Prosperity Now,2018,WSJ,1,14.605187,39,0
1228,Public Citizen,2014,NYT,24,4.765079,22,0
1229,Public Citizen,2014,WP,18,4.765079,22,0
1230,Public Citizen,2014,WSJ,14,4.765079,22,0
1231,Public Citizen,2015,NYT,31,5.934777,23,0
1232,Public Citizen,2015,WP,28,5.934777,23,0
1233,Public Citizen,2015,WSJ,17,5.934777,23,0
1234,Public Citizen,2016,NYT,21,5.651797,24,0
1235,Public Citizen,2016,WP,32,5.651797,24,0
1236,Public Citizen,2016,WSJ,8,5.651797,24,0
1237,Public Citizen,2017,NYT,46,6.242733,25,0
1238,Public Citizen,2017,WP,35,6.242733,25,0
1239,Public Citizen,2017,WSJ,8,6.242733,25,0
1240,Public Citizen,2018,NYT,24,5.30497,26,0
1241,Public Citizen,2018,WP,35,5.30497,26,0
1242,Public Citizen,2018,WSJ,4,5.30497,26,0
1243,Public Policy Institute of California,2014,NYT,3,13.975738,20,0
1244,Public Policy Institute of California,2014,WP,1,13.975738,20,0
1245,Public Policy Institute of California,2014,WSJ,1,13.975738,20,0
1246,Public Policy Institute of California,2015,NYT,10,15.136305,21,0
1247,Public Policy Institute of California,2015,WP,2,15.136305,21,0
1248,Public Policy Institute of California,2015,WSJ,3,15.136305,21,0
1249,Public Policy Institute of California,2016,NYT,6,15.987965,22,0
1250,Public Policy Institute of California,2016,WP,1,15.987965,22,0
1251,Public Policy Institute of California,2016,WSJ,3,15.987965,22,0
1252,Public Policy Institute of California,2017,NYT,3,16.797626,23,0
1253,Public Policy Institute of California,2017,WP,1,16.797626,23,0
1254,Public Policy Institute of California,2018,NYT,8,17.338863,24,0
1255,Public Policy Institute of California,2018,WP,3,17.338863,24,0
1256,Public Policy Institute of California,2018,WSJ,1,17.338863,24,0
1257,R Street Institute,2014,WP,1,2.360531,2,1
1258,R Street Institute,2014,WSJ,1,2.360531,2,1
1259,R Street Institute,2015,NYT,2,3.471241,3,1
1260,R Street Institute,2015,WP,2,3.471241,3,1
1261,R Street Institute,2016,NYT,1,4.910677,4,1
1262,R Street Institute,2017,NYT,4,6.853303,5,1
1263,R Street Institute,2017,WP,1,6.853303,5,1
1264,R Street Institute,2017,WSJ,1,6.853303,5,1
1265,R Street Institute,2018,NYT,4,9.332381,6,1
1266,R Street Institute,2018,WP,7,9.332381,6,1
1267,R Street Institute,2018,WSJ,2,9.332381,6,1
1268,RAND Corporation,2014,NYT,37,283.348223,66,0
1269,RAND Corporation,2014,WP,1,283.348223,66,0
1270,RAND Corporation,2015,NYT,42,312.647357,67,0
1271,RAND Corporation,2016,NYT,34,326.65772,68,0
1272,RAND Corporation,2016,WSJ,1,326.65772,68,0
1273,RAND Corporation,2017,NYT,43,339.414517,69,0
1274,RAND Corporation,2017,WSJ,1,339.414517,69,0
1275,RAND Corporation,2018,NYT,35,364.067682,70,0
1276,RMI,2014,NYT,6,15.32155,32,0
1277,RMI,2014,WP,3,15.32155,32,0
1278,RMI,2014,WSJ,5,15.32155,32,0
1279,RMI,2015,NYT,6,23.454695,33,0
1280,RMI,2015,WP,2,23.454695,33,0
1281,RMI,2015,WSJ,6,23.454695,33,0
1282,RMI,2016,NYT,5,29.31292,34,0
1283,RMI,2016,WP,1,29.31292,34,0
1284,RMI,2016,WSJ,7,29.31292,34,0
1285,RMI,2017,NYT,11,33.402821,35,0
1286,RMI,2017,WP,7,33.402821,35,0
1287,RMI,2017,WSJ,3,33.402821,35,0
1288,RMI,2018,NYT,11,39.847054,36,0
1289,RMI,2018,WP,1,39.847054,36,0
1290,RMI,2018,WSJ,3,39.847054,36,0
1291,RTI International,2014,NYT,1,770.092891,56,0
1292,RTI International,2014,WSJ,3,770.092891,56,0
1293,RTI International,2015,NYT,1,811.046142,57,0
1294,RTI International,2015,WP,3,811.046142,57,0
1295,RTI International,2015,WSJ,6,811.046142,57,0
1296,RTI International,2016,WSJ,3,870.593903,58,0
1297,RTI International,2017,WP,2,971.083204,59,0
1298,RTI International,2017,WSJ,3,971.083204,59,0
1299,RTI International,2018,NYT,2,967.105772,60,0
1300,RTI International,2018,WP,5,967.105772,60,0
1301,Reason Foundation,2014,WP,2,10.013738,46,1
1302,Reason Foundation,2014,WSJ,1,10.013738,46,1
1303,Reason Foundation,2015,WP,3,9.760275,47,1
1304,Reason Foundation,2015,WSJ,3,9.760275,47,1
1305,Reason Foundation,2016,WP,1,10.553564,48,1
1306,Reason Foundation,2016,WSJ,1,10.553564,48,1
1307,Reason Foundation,2017,WP,3,12.379098,49,1
1308,Reason Foundation,2017,WSJ,3,12.379098,49,1
1309,Reason Foundation,2018,WSJ,2,12.690715,50,1
1310,Resources for the Future,2014,NYT,4,13.217672,62,0
1311,Resources for the Future,2014,WP,4,13.217672,62,0
1312,Resources for the Future,2014,WSJ,4,13.217672,62,0
1313,Resources for the Future,2015,NYT,5,13.610452,63,0
1314,Resources for the Future,2015,WP,5,13.610452,63,0
1315,Resources for the Future,2015,WSJ,3,13.610452,63,0
1316,Resources for the Future,2016,NYT,3,14.458431,64,0
1317,Resources for the Future,2016,WP,2,14.458431,64,0
1318,Resources for the Future,2016,WSJ,2,14.458431,64,0
1319,Resources for the Future,2017,WP,7,13.755089,65,0
1320,Resources for the Future,2018,NYT,6,14.303137,66,0
1321,Resources for the Future,2018,WSJ,2,14.303137,66,0
1322,Ripon Society,2014,WP,1,1.955099,52,1
1323,Ripon Society,2016,NYT,1,2.958556,54,1
1324,Rockefeller Institute of Government,2014,NYT,1,0.0,33,0
1325,Rockefeller Institute of Government,2014,WP,1,0.0,33,0
1326,Rockefeller Institute of Government,2014,WSJ,1,0.0,33,0
1327,Rockefeller Institute of Government,2015,NYT,2,0.0,34,0
1328,Rockefeller Institute of Government,2015,WSJ,4,0.0,34,0
1329,Rockefeller Institute of Government,2016,NYT,2,0.0,35,0
1330,Rockefeller Institute of Government,2016,WP,2,0.0,35,0
1331,Rockefeller Institute of Government,2016,WSJ,2,0.0,35,0
1332,Rockefeller Institute of Government,2017,WP,1,0.0,36,0
1333,Rockefeller Institute of Government,2017,WSJ,1,0.0,36,0
1334,Rockefeller Institute of Government,2018,WP,3,0.0,37,0
1335,Rockefeller Institute of Government,2018,WSJ,3,0.0,37,0
1336,Roosevelt Institute,2014,NYT,1,5.984271,27,0
1337,Roosevelt Institute,2014,WP,1,5.984271,27,0
1338,Roosevelt Institute,2014,WSJ,1,5.984271,27,0
1339,Roosevelt Institute,2015,NYT,4,6.446069,28,0
1340,Roosevelt Institute,2015,WP,4,6.446069,28,0
1341,Roosevelt Institute,2016,NYT,3,6.807755,29,0
1342,Roosevelt Institute,2016,WP,2,6.807755,29,0
1343,Roosevelt Institute,2016,WSJ,2,6.807755,29,0
1344,Roosevelt Institute,2017,NYT,6,7.01393,30,0
1345,Roosevelt Institute,2017,WP,1,7.01393,30,0
1346,Roosevelt Institute,2018,NYT,5,6.753663,31,0
1347,Roosevelt Institute,2018,WP,6,6.753663,31,0
1348,Roosevelt Institute,2018,WSJ,1,6.753663,31,0
1349,SRI International,2014,NYT,6,539.327698,68,0
1350,SRI International,2015,NYT,3,510.842952,69,0
1351,SRI International,2015,WP,1,510.842952,69,0
1352,SRI International,2017,NYT,1,404.525045,71,0
1353,SRI International,2017,WP,2,404.525045,71,0
1354,SRI International,2018,NYT,1,407.664292,72,0
1355,Santa Fe Institute,2014,NYT,5,12.156678,30,0
1356,Santa Fe Institute,2014,WSJ,3,12.156678,30,0
1357,Santa Fe Institute,2015,NYT,5,11.629042,31,0
1358,Santa Fe Institute,2015,WP,2,11.629042,31,0
1359,Santa Fe Institute,2015,WSJ,5,11.629042,31,0
1360,Santa Fe Institute,2016,NYT,2,10.417805,32,0
1361,Santa Fe Institute,2016,WP,1,10.417805,32,0
1362,Santa Fe Institute,2016,WSJ,1,10.417805,32,0
1363,Santa Fe Institute,2017,NYT,3,10.66803,33,0
1364,Santa Fe Institute,2017,WP,3,10.66803,33,0
1365,Santa Fe Institute,2017,WSJ,1,10.66803,33,0
1366,Santa Fe Institute,2018,NYT,2,11.950744,34,0
1367,Santa Fe Institute,2018,WP,2,11.950744,34,0
1368,Santa Fe Institute,2018,WSJ,2,11.950744,34,0
1369,Scripps Research Institute,2014,NYT,7,389.326389,90,0
1370,Scripps Research Institute,2014,WP,2,389.326389,90,0
1371,Scripps Research Institute,2014,WSJ,3,389.326389,90,0
1372,Scripps Research Institute,2015,NYT,2,382.942496,91,0
